cell_id,presence,point_count,Latitude,Longitude,Tmin01,Tmax07,TD,MAP,PAS,AHM,PPT01,PPT07,CMD01,RH01,RH07,NFFD,DD_0_01,DD5_07,DD_18_07,Rad01,Rad07,Eref01,Eref07,PAS09,PAS04,DD_0_04,DD_0_10,MAR,NFFD10,RH08
x11y2,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y3,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y4,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y5,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y6,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y7,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y8,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y9,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y10,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y11,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y12,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y13,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y14,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y15,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y16,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y17,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y18,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y19,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y20,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y21,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y22,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y23,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x11y24,0,1,44.0221,-93.5873,-16.4,29.1,33.3,809.0,109.0,21.0,24.0,110.0,0.0,54.0,62.0,174.0,339.0,542.0,5.0,5.5,21.6,0.0,155.0,0.0,1.0,4.0,1.0,13.1,17.0,61.0
x11y25,0,1,44.0221,-93.5873,-16.4,29.1,33.3,809.0,109.0,21.0,24.0,110.0,0.0,54.0,62.0,174.0,339.0,542.0,5.0,5.5,21.6,0.0,155.0,0.0,1.0,4.0,1.0,13.1,17.0,61.0
x11y26,0,1,44.0221,-93.5873,-16.4,29.1,33.3,809.0,109.0,21.0,24.0,110.0,0.0,54.0,62.0,174.0,339.0,542.0,5.0,5.5,21.6,0.0,155.0,0.0,1.0,4.0,1.0,13.1,17.0,61.0
x11y27,0,1,44.0221,-93.5873,-16.4,29.1,33.3,809.0,109.0,21.0,24.0,110.0,0.0,54.0,62.0,174.0,339.0,542.0,5.0,5.5,21.6,0.0,155.0,0.0,1.0,4.0,1.0,13.1,17.0,61.0
x11y28,0,1,44.0221,-93.5873,-16.4,29.1,33.3,809.0,109.0,21.0,24.0,110.0,0.0,54.0,62.0,174.0,339.0,542.0,5.0,5.5,21.6,0.0,155.0,0.0,1.0,4.0,1.0,13.1,17.0,61.0
x11y29,0,1,44.0221,-93.5873,-16.4,29.1,33.3,809.0,109.0,21.0,24.0,110.0,0.0,54.0,62.0,174.0,339.0,542.0,5.0,5.5,21.6,0.0,155.0,0.0,1.0,4.0,1.0,13.1,17.0,61.0
x11y30,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y31,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y32,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y33,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y34,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y35,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y36,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y37,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y38,1,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y39,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y40,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y41,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y42,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y43,0,1,44.32538,-93.97616,-16.5,29.7,33.7,727.0,80.0,23.7,19.0,101.0,0.0,52.0,61.0,177.0,336.0,554.0,4.0,5.0,21.5,0.0,159.0,0.0,1.0,3.0,1.0,12.8,18.0,61.0
x11y44,0,1,44.5795,-94.2321,-16.9,29.5,34.3,724.0,87.0,23.5,18.0,96.0,0.0,53.0,62.0,175.0,354.0,555.0,4.0,5.4,21.8,0.0,156.0,0.0,1.0,4.0,2.0,13.0,16.0,62.0
x11y45,0,1,44.5795,-94.2321,-16.9,29.5,34.3,724.0,87.0,23.5,18.0,96.0,0.0,53.0,62.0,175.0,354.0,555.0,4.0,5.4,21.8,0.0,156.0,0.0,1.0,4.0,2.0,13.0,16.0,62.0
x11y46,0,1,44.8207,-93.8026,-17.0,28.8,34.1,732.0,88.0,22.8,17.0,99.0,0.0,54.0,64.0,175.0,359.0,543.0,5.0,5.5,21.7,0.0,150.0,0.0,1.0,5.0,2.0,12.9,18.0,63.0
x11y47,0,1,44.8207,-93.8026,-17.0,28.8,34.1,732.0,88.0,22.8,17.0,99.0,0.0,54.0,64.0,175.0,359.0,543.0,5.0,5.5,21.7,0.0,150.0,0.0,1.0,5.0,2.0,12.9,18.0,63.0
x11y48,0,1,44.8207,-93.8026,-17.0,28.8,34.1,732.0,88.0,22.8,17.0,99.0,0.0,54.0,64.0,175.0,359.0,543.0,5.0,5.5,21.7,0.0,150.0,0.0,1.0,5.0,2.0,12.9,18.0,63.0
x11y49,0,1,44.8207,-93.8026,-17.0,28.8,34.1,732.0,88.0,22.8,17.0,99.0,0.0,54.0,64.0,175.0,359.0,543.0,5.0,5.5,21.7,0.0,150.0,0.0,1.0,5.0,2.0,12.9,18.0,63.0
x11y50,0,1,44.8207,-93.8026,-17.0,28.8,34.1,732.0,88.0,22.8,17.0,99.0,0.0,54.0,64.0,175.0,359.0,543.0,5.0,5.5,21.7,0.0,150.0,0.0,1.0,5.0,2.0,12.9,18.0,63.0
x11y51,0,1,44.8207,-93.8026,-17.0,28.8,34.1,732.0,88.0,22.8,17.0,99.0,0.0,54.0,64.0,175.0,359.0,543.0,5.0,5.5,21.7,0.0,150.0,0.0,1.0,5.0,2.0,12.9,18.0,63.0
x11y52,0,1,45.174,-93.963,-17.5,28.9,34.4,722.0,88.0,22.8,19.0,94.0,0.0,53.0,63.0,171.0,372.0,540.0,5.0,5.4,21.8,0.0,152.0,0.0,1.0,5.0,2.0,12.9,15.0,62.0
x11y53,0,1,45.174,-93.963,-17.5,28.9,34.4,722.0,88.0,22.8,19.0,94.0,0.0,53.0,63.0,171.0,372.0,540.0,5.0,5.4,21.8,0.0,152.0,0.0,1.0,5.0,2.0,12.9,15.0,62.0
x11y54,0,1,45.174,-93.963,-17.5,28.9,34.4,722.0,88.0,22.8,19.0,94.0,0.0,53.0,63.0,171.0,372.0,540.0,5.0,5.4,21.8,0.0,152.0,0.0,1.0,5.0,2.0,12.9,15.0,62.0
x11y55,0,1,45.174,-93.963,-17.5,28.9,34.4,722.0,88.0,22.8,19.0,94.0,0.0,53.0,63.0,171.0,372.0,540.0,5.0,5.4,21.8,0.0,152.0,0.0,1.0,5.0,2.0,12.9,15.0,62.0
x11y56,0,1,45.174,-93.963,-17.5,28.9,34.4,722.0,88.0,22.8,19.0,94.0,0.0,53.0,63.0,171.0,372.0,540.0,5.0,5.4,21.8,0.0,152.0,0.0,1.0,5.0,2.0,12.9,15.0,62.0
x11y57,0,1,45.174,-93.963,-17.5,28.9,34.4,722.0,88.0,22.8,19.0,94.0,0.0,53.0,63.0,171.0,372.0,540.0,5.0,5.4,21.8,0.0,152.0,0.0,1.0,5.0,2.0,12.9,15.0,62.0
x11y58,0,1,45.174,-93.963,-17.5,28.9,34.4,722.0,88.0,22.8,19.0,94.0,0.0,53.0,63.0,171.0,372.0,540.0,5.0,5.4,21.8,0.0,152.0,0.0,1.0,5.0,2.0,12.9,15.0,62.0
x11y59,0,1,45.31606,-93.94725,-17.7,28.8,34.4,730.0,92.0,22.3,20.0,94.0,0.0,53.0,62.0,169.0,377.0,535.0,5.0,5.1,21.7,0.0,152.0,0.0,1.0,5.0,2.0,12.8,14.0,62.0
x11y60,0,1,45.31606,-93.94725,-17.7,28.8,34.4,730.0,92.0,22.3,20.0,94.0,0.0,53.0,62.0,169.0,377.0,535.0,5.0,5.1,21.7,0.0,152.0,0.0,1.0,5.0,2.0,12.8,14.0,62.0
x11y61,0,1,45.40537,-94.00316,-17.8,28.7,34.4,726.0,95.0,22.3,21.0,92.0,0.0,52.0,62.0,168.0,380.0,532.0,5.0,5.5,21.8,0.0,152.0,0.0,2.0,5.0,2.0,13.0,12.0,62.0
x11y62,1,1,45.40537,-94.00316,-17.8,28.7,34.4,726.0,95.0,22.3,21.0,92.0,0.0,52.0,62.0,168.0,380.0,532.0,5.0,5.5,21.8,0.0,152.0,0.0,2.0,5.0,2.0,13.0,12.0,62.0
x11y63,0,1,45.40537,-94.00316,-17.8,28.7,34.4,726.0,95.0,22.3,21.0,92.0,0.0,52.0,62.0,168.0,380.0,532.0,5.0,5.5,21.8,0.0,152.0,0.0,2.0,5.0,2.0,13.0,12.0,62.0
x11y64,0,1,45.51587,-93.95142,-18.2,28.7,34.4,717.0,96.0,22.2,20.0,89.0,0.0,52.0,61.0,164.0,389.0,525.0,6.0,5.4,21.8,0.0,152.0,0.0,2.0,6.0,2.0,12.9,10.0,61.0
x11y65,0,1,45.56474,-93.99803,-18.3,28.6,34.5,708.0,95.0,22.4,20.0,86.0,0.0,52.0,61.0,164.0,392.0,523.0,6.0,5.4,21.8,0.0,152.0,0.0,2.0,6.0,2.0,12.9,10.0,61.0
x11y66,1,3,45.56474,-93.99803,-18.3,28.6,34.5,708.0,95.0,22.4,20.0,86.0,0.0,52.0,61.0,164.0,392.0,523.0,6.0,5.4,21.8,0.0,152.0,0.0,2.0,6.0,2.0,12.9,10.0,61.0
x11y67,0,1,45.56474,-93.99803,-18.3,28.6,34.5,708.0,95.0,22.4,20.0,86.0,0.0,52.0,61.0,164.0,392.0,523.0,6.0,5.4,21.8,0.0,152.0,0.0,2.0,6.0,2.0,12.9,10.0,61.0
x11y68,0,1,45.6991,-93.9988,-18.7,28.5,34.6,721.0,103.0,21.6,22.0,89.0,0.0,51.0,61.0,162.0,402.0,518.0,7.0,5.2,21.8,0.0,152.0,0.0,2.0,7.0,2.0,12.9,8.0,61.0
x11y69,1,8,45.6991,-93.9988,-18.7,28.5,34.6,721.0,103.0,21.6,22.0,89.0,0.0,51.0,61.0,162.0,402.0,518.0,7.0,5.2,21.8,0.0,152.0,0.0,2.0,7.0,2.0,12.9,8.0,61.0
x11y70,0,1,45.6991,-93.9988,-18.7,28.5,34.6,721.0,103.0,21.6,22.0,89.0,0.0,51.0,61.0,162.0,402.0,518.0,7.0,5.2,21.8,0.0,152.0,0.0,2.0,7.0,2.0,12.9,8.0,61.0
x11y71,0,1,45.6991,-93.9988,-18.7,28.5,34.6,721.0,103.0,21.6,22.0,89.0,0.0,51.0,61.0,162.0,402.0,518.0,7.0,5.2,21.8,0.0,152.0,0.0,2.0,7.0,2.0,12.9,8.0,61.0
x11y72,0,1,45.6991,-93.9988,-18.7,28.5,34.6,721.0,103.0,21.6,22.0,89.0,0.0,51.0,61.0,162.0,402.0,518.0,7.0,5.2,21.8,0.0,152.0,0.0,2.0,7.0,2.0,12.9,8.0,61.0
x11y73,0,1,45.6991,-93.9988,-18.7,28.5,34.6,721.0,103.0,21.6,22.0,89.0,0.0,51.0,61.0,162.0,402.0,518.0,7.0,5.2,21.8,0.0,152.0,0.0,2.0,7.0,2.0,12.9,8.0,61.0
x11y74,0,1,45.97981,-94.2378,-19.1,28.7,34.9,675.0,98.0,22.8,20.0,84.0,0.0,50.0,59.0,160.0,412.0,516.0,7.0,5.1,21.7,0.0,154.0,0.0,2.0,7.0,2.0,12.7,7.0,59.0
x11y75,0,1,45.97981,-94.2378,-19.1,28.7,34.9,675.0,98.0,22.8,20.0,84.0,0.0,50.0,59.0,160.0,412.0,516.0,7.0,5.1,21.7,0.0,154.0,0.0,2.0,7.0,2.0,12.7,7.0,59.0
x11y76,0,1,45.97981,-94.2378,-19.1,28.7,34.9,675.0,98.0,22.8,20.0,84.0,0.0,50.0,59.0,160.0,412.0,516.0,7.0,5.1,21.7,0.0,154.0,0.0,2.0,7.0,2.0,12.7,7.0,59.0
x11y77,0,1,45.97981,-94.2378,-19.1,28.7,34.9,675.0,98.0,22.8,20.0,84.0,0.0,50.0,59.0,160.0,412.0,516.0,7.0,5.1,21.7,0.0,154.0,0.0,2.0,7.0,2.0,12.7,7.0,59.0
x11y78,0,1,45.97981,-94.2378,-19.1,28.7,34.9,675.0,98.0,22.8,20.0,84.0,0.0,50.0,59.0,160.0,412.0,516.0,7.0,5.1,21.7,0.0,154.0,0.0,2.0,7.0,2.0,12.7,7.0,59.0
x11y79,0,1,45.97981,-94.2378,-19.1,28.7,34.9,675.0,98.0,22.8,20.0,84.0,0.0,50.0,59.0,160.0,412.0,516.0,7.0,5.1,21.7,0.0,154.0,0.0,2.0,7.0,2.0,12.7,7.0,59.0
x11y80,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y81,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y82,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y83,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y84,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y85,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y86,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y87,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x11y88,0,1,46.4824,-94.0709,-20.5,27.4,34.8,703.0,113.0,20.6,23.0,94.0,0.0,47.0,60.0,156.0,442.0,483.0,11.0,4.9,21.2,0.0,147.0,0.0,5.0,10.0,3.0,12.4,4.0,60.0
x12y0,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y1,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y2,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y3,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y4,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y5,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y6,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y7,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y8,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y9,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y10,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y11,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y12,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y13,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y14,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y15,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y16,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y17,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y18,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y19,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y20,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y21,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
x12y22,0,1,43.50941,-93.48425,-15.7,28.9,33.0,806.0,91.0,21.2,20.0,110.0,0.0,56.0,63.0,178.0,325.0,543.0,4.0,5.3,21.6,0.0,154.0,0.0,1.0,4.0,1.0,13.2,20.0,62.0
